image,threshold,artifact_pixels,artifact_ratio,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax
Persian_271.jpg,0.266881,7310,0.027885,219,49,303,134
Persian_272.jpg,0.256829,5762,0.021980,316,444,401,510
Persian_273.jpg,0.390222,7310,0.027885,105,358,190,442
Persian_28.jpg,0.201270,7396,0.028214,198,407,283,492
Persian_29.jpg,0.335874,7310,0.027885,115,113,199,198
Persian_3.jpg,0.163223,6794,0.025917,156,192,234,277
Persian_30.jpg,0.274268,7396,0.028214,233,275,318,360
Persian_31.jpg,0.346207,7396,0.028214,316,267,401,352
Persian_32.jpg,0.223134,7396,0.028214,10,366,95,451
Persian_34.jpg,0.236443,7396,0.028214,50,109,135,194
Persian_36.jpg,0.414180,7056,0.026917,245,18,328,101
Persian_37.jpg,0.289459,7396,0.028214,124,225,209,310
Persian_38.jpg,0.276397,7396,0.028214,210,295,295,380
Persian_39.jpg,0.267475,7138,0.027229,61,62,146,144
Persian_4.jpg,0.399519,7140,0.027237,49,136,133,219
Persian_40.jpg,0.236114,4730,0.018044,28,456,113,510
Persian_41.jpg,0.351021,7396,0.028214,223,261,308,346
Persian_42.jpg,0.173679,7224,0.027557,358,147,443,230
Persian_43.jpg,0.383403,7056,0.026917,61,92,144,175
Persian_44.jpg,0.233499,7396,0.028214,110,149,195,234
Persian_45.jpg,0.425810,7056,0.026917,55,338,138,421
Persian_46.jpg,0.207104,7396,0.028214,69,257,154,342
Persian_47.jpg,0.406820,7056,0.026917,353,422,436,505
Persian_49.jpg,0.161350,7396,0.028214,3,11,88,96
Persian_5.jpg,0.210282,7396,0.028214,357,188,442,273
Persian_51.jpg,0.301081,7396,0.028214,188,215,273,300
Persian_52.jpg,0.242963,7396,0.028214,119,266,204,351
Persian_53.jpg,0.325802,5355,0.020428,54,448,138,510
Persian_54.jpg,0.306179,5590,0.021324,17,446,102,510
Persian_55.jpg,0.231962,7396,0.028214,213,34,298,119
Persian_56.jpg,0.219872,7396,0.028214,54,387,139,472
Persian_58.jpg,0.294698,7396,0.028214,160,70,245,155
Persian_59.jpg,0.194673,7396,0.028214,284,39,369,124
Persian_6.jpg,0.182782,7396,0.028214,93,275,178,360
Persian_60.jpg,0.314268,7396,0.028214,298,190,383,275
Persian_61.jpg,0.182548,5332,0.020340,35,271,120,332
Persian_62.jpg,0.260770,7396,0.028214,312,374,397,459
Persian_63.jpg,0.192724,7396,0.028214,146,276,231,361
Persian_64.jpg,0.342221,7396,0.028214,348,323,433,408
Persian_65.jpg,0.206647,7396,0.028214,125,54,210,139
Persian_66.jpg,0.333546,7396,0.028214,146,410,231,495
Persian_67.jpg,0.245288,7138,0.027229,87,42,172,124
Persian_68.jpg,0.321746,7396,0.028214,331,119,416,204
Persian_69.jpg,0.344757,7310,0.027885,53,94,137,179
Persian_7.jpg,0.265238,7396,0.028214,256,199,341,284
Persian_70.jpg,0.256675,7396,0.028214,117,168,202,253
Persian_71.jpg,0.334676,7396,0.028214,51,143,136,228
Persian_72.jpg,0.273423,6290,0.023994,188,437,272,510
Persian_74.jpg,0.195839,7396,0.028214,72,228,157,313
Persian_75.jpg,0.339170,7310,0.027885,182,90,267,174
Persian_76.jpg,0.209429,7396,0.028214,293,108,378,193
Persian_77.jpg,0.205958,7396,0.028214,237,2,322,87
Persian_78.jpg,0.454227,7140,0.027237,344,124,428,207
Persian_79.jpg,0.236501,7396,0.028214,213,195,298,280
Persian_8.jpg,0.281531,7396,0.028214,2,157,87,242
Persian_80.jpg,0.305736,7396,0.028214,206,327,291,412
Persian_81.jpg,0.261345,7396,0.028214,91,155,176,240
Persian_82.jpg,0.329372,7310,0.027885,210,130,295,214
Persian_83.jpg,0.296123,7396,0.028214,75,203,160,288
Persian_84.jpg,0.184860,6278,0.023949,214,251,299,323
Persian_85.jpg,0.199852,7396,0.028214,70,269,155,354
Persian_86.jpg,0.223414,7396,0.028214,256,285,341,370
Persian_87.jpg,0.205979,7396,0.028214,98,283,183,368
Persian_88.jpg,0.281433,7396,0.028214,120,321,205,406
Persian_89.jpg,0.357662,7310,0.027885,96,306,180,391
Persian_9.jpg,0.187873,7396,0.028214,52,71,137,156
Persian_90.jpg,0.265633,4902,0.018700,243,454,328,510
Persian_91.jpg,0.191536,7396,0.028214,247,402,332,487
Persian_94.jpg,0.233019,7396,0.028214,56,303,141,388
Persian_95.jpg,0.242889,7396,0.028214,236,88,321,173
Persian_97.jpg,0.222201,7396,0.028214,318,274,403,359
Persian_98.jpg,0.254940,7396,0.028214,354,266,439,351
Persian_99.jpg,0.164322,7396,0.028214,203,297,288,382
Ragdoll_1.jpg,0.343989,5628,0.021469,74,444,157,510
Ragdoll_10.jpg,0.297281,7396,0.028214,138,155,223,240
Ragdoll_100.jpg,0.295458,4386,0.016731,296,460,381,510
Ragdoll_101.jpg,0.244382,7396,0.028214,340,161,425,246
Ragdoll_103.jpg,0.246139,7396,0.028214,212,2,297,87
Ragdoll_104.jpg,0.259729,7396,0.028214,106,399,191,484
Ragdoll_105.jpg,0.148903,4902,0.018700,348,454,433,510
Ragdoll_106.jpg,0.189725,7396,0.028214,87,115,172,200
Ragdoll_107.jpg,0.235034,7396,0.028214,354,399,439,484
Ragdoll_110.jpg,0.359692,7225,0.027561,296,17,380,101
Ragdoll_111.jpg,0.209806,5848,0.022308,128,277,213,344
Ragdoll_112.jpg,0.466342,7056,0.026917,71,49,154,132
Ragdoll_113.jpg,0.271872,7396,0.028214,97,32,182,117
Ragdoll_114.jpg,0.190427,7396,0.028214,223,195,308,280
Ragdoll_115.jpg,0.272102,7396,0.028214,199,262,284,347
Ragdoll_116.jpg,0.178301,7396,0.028214,354,227,439,312
Ragdoll_117.jpg,0.197275,7396,0.028214,298,56,383,141
Ragdoll_118.jpg,0.417716,7140,0.027237,138,254,221,338
Ragdoll_119.jpg,0.367993,7140,0.027237,166,297,249,381
Ragdoll_12.jpg,0.429073,7056,0.026917,347,81,430,164
Ragdoll_121.jpg,0.251874,7396,0.028214,341,154,426,239
Ragdoll_122.jpg,0.199294,7396,0.028214,216,20,301,105
Ragdoll_124.jpg,0.296851,6794,0.025917,129,48,207,133
Ragdoll_125.jpg,0.387643,7225,0.027561,49,410,133,494
Ragdoll_126.jpg,0.234117,7396,0.028214,238,195,323,280
Ragdoll_127.jpg,0.379950,7140,0.027237,320,196,403,280
Ragdoll_128.jpg,0.295108,7396,0.028214,235,19,320,104
Ragdoll_129.jpg,0.261367,7396,0.028214,57,189,142,274
Ragdoll_13.jpg,0.174231,5504,0.020996,11,60,96,123
Ragdoll_130.jpg,0.270534,4558,0.017387,263,458,348,510
Ragdoll_131.jpg,0.261676,7396,0.028214,64,288,149,373
Ragdoll_132.jpg,0.200952,7396,0.028214,117,392,202,477
Ragdoll_133.jpg,0.295956,7396,0.028214,48,176,133,261
Ragdoll_134.jpg,0.202411,7396,0.028214,289,266,374,351
Ragdoll_135.jpg,0.327425,6375,0.024319,260,436,344,510
Ragdoll_136.jpg,0.323455,7396,0.028214,218,117,303,202
Ragdoll_137.jpg,0.336476,7310,0.027885,186,62,271,146
Ragdoll_138.jpg,0.267140,7396,0.028214,178,213,263,298
Ragdoll_139.jpg,0.272815,5074,0.019356,306,452,391,510
Ragdoll_140.jpg,0.315544,7396,0.028214,64,422,149,507
Ragdoll_141.jpg,0.162482,3519,0.013424,162,276,230,326
Ragdoll_142.jpg,0.340093,7310,0.027885,239,125,324,209
Ragdoll_143.jpg,0.365380,7225,0.027561,74,87,158,171
Ragdoll_145.jpg,0.419667,7310,0.027885,214,47,299,131
Ragdoll_146.jpg,0.267732,7396,0.028214,236,234,321,319
Ragdoll_147.jpg,0.486430,7056,0.026917,22,209,105,292
Ragdoll_148.jpg,0.140455,3978,0.015175,109,460,186,510
Ragdoll_149.jpg,0.346647,7396,0.028214,87,181,172,266
Ragdoll_150.jpg,0.172258,7396,0.028214,265,339,350,424
Ragdoll_151.jpg,0.345810,7396,0.028214,246,399,331,484
Ragdoll_152.jpg,0.274113,7138,0.027229,270,428,355,510
Ragdoll_153.jpg,0.218644,5934,0.022636,6,142,74,227
Ragdoll_154.jpg,0.218255,7396,0.028214,150,315,235,400
Ragdoll_155.jpg,0.275276,7396,0.028214,125,243,210,328
Ragdoll_156.jpg,0.217649,5451,0.020794,132,184,200,262
Ragdoll_158.jpg,0.447138,7056,0.026917,6,340,89,423
Ragdoll_159.jpg,0.295834,4452,0.016983,124,458,207,510
Ragdoll_16.jpg,0.383988,7310,0.027885,106,319,191,403
Ragdoll_160.jpg,0.188268,7396,0.028214,346,121,431,206
Ragdoll_161.jpg,0.361044,6384,0.024353,25,435,108,510
Ragdoll_162.jpg,0.195101,7396,0.028214,246,17,331,102
Ragdoll_163.jpg,0.215327,5934,0.022636,1,233,69,318
Ragdoll_164.jpg,0.169600,1798,0.006859,53,54,114,82
Ragdoll_165.jpg,0.266382,7310,0.027885,245,335,330,419
Ragdoll_166.jpg,0.425874,7056,0.026917,211,22,294,105
Ragdoll_168.jpg,0.248136,7396,0.028214,259,131,344,216
Ragdoll_169.jpg,0.388063,7396,0.028214,119,96,204,181
Ragdoll_170.jpg,0.289564,7396,0.028214,139,49,224,134
Ragdoll_171.jpg,0.406275,5544,0.021149,69,445,152,510
Ragdoll_172.jpg,0.212702,7396,0.028214,134,374,219,459
Ragdoll_173.jpg,0.292676,7396,0.028214,160,382,245,467
Ragdoll_174.jpg,0.292211,7396,0.028214,186,217,271,302
Ragdoll_175.jpg,0.156896,6142,0.023430,140,437,222,510
Ragdoll_176.jpg,0.223541,7396,0.028214,300,352,385,437
Ragdoll_177.jpg,0.277346,7396,0.028214,9,420,94,505
Ragdoll_178.jpg,0.362314,7224,0.027557,234,62,319,145
Ragdoll_179.jpg,0.342060,7224,0.027557,121,136,204,221
Ragdoll_18.jpg,0.168499,7396,0.028214,34,157,119,242
Ragdoll_180.jpg,0.271789,7396,0.028214,333,115,418,200
Ragdoll_181.jpg,0.364549,7310,0.027885,114,18,198,103
Ragdoll_182.jpg,0.363274,7310,0.027885,295,7,380,91
Ragdoll_183.jpg,0.324484,5015,0.019131,165,452,249,510
Ragdoll_184.jpg,0.329703,7310,0.027885,190,332,275,416
Ragdoll_185.jpg,0.284855,7310,0.027885,256,426,341,510
Ragdoll_186.jpg,0.415922,7225,0.027561,19,28,103,112
Ragdoll_187.jpg,0.304722,7396,0.028214,4,257,89,342
Ragdoll_188.jpg,0.303095,7310,0.027885,337,330,421,415
Ragdoll_189.jpg,0.295922,6708,0.025589,115,433,200,510
Ragdoll_190.jpg,0.232297,5934,0.022636,65,115,133,200
Ragdoll_191.jpg,0.345498,7056,0.026917,79,385,162,468
Ragdoll_192.jpg,0.272297,7396,0.028214,354,366,439,451
Ragdoll_193.jpg,0.294054,7396,0.028214,251,412,336,497
Ragdoll_194.jpg,0.272228,7396,0.028214,111,353,196,438
Ragdoll_195.jpg,0.211959,7396,0.028214,219,383,304,468
Ragdoll_196.jpg,0.281002,6192,0.023621,72,439,157,510
Ragdoll_197.jpg,0.166714,7396,0.028214,46,387,131,472
Ragdoll_198.jpg,0.339610,7310,0.027885,193,100,278,184
Ragdoll_199.jpg,0.356380,7310,0.027885,285,369,369,454
Ragdoll_2.jpg,0.334623,7310,0.027885,355,384,440,468
Ragdoll_20.jpg,0.258588,7396,0.028214,329,384,414,469
Ragdoll_201.jpg,0.245460,5762,0.021980,332,444,417,510
Ragdoll_202.jpg,0.332286,7396,0.028214,286,51,371,136
Ragdoll_203.jpg,0.302437,7225,0.027561,219,44,303,128
Ragdoll_204.jpg,0.184718,4558,0.017387,124,458,209,510
Ragdoll_205.jpg,0.225550,7396,0.028214,76,309,161,394
Ragdoll_208.jpg,0.318856,7396,0.028214,18,312,103,397
Ragdoll_210.jpg,0.177093,7396,0.028214,71,226,156,311
Ragdoll_219.jpg,0.307927,7396,0.028214,146,273,231,358
Ragdoll_224.jpg,0.244768,7396,0.028214,89,283,174,368
Ragdoll_227.jpg,0.238666,7396,0.028214,28,20,113,105
Ragdoll_228.jpg,0.408815,7310,0.027885,152,306,236,391
Ragdoll_234.jpg,0.280862,7396,0.028214,260,116,345,201
Ragdoll_235.jpg,0.214487,7396,0.028214,279,367,364,452
Ragdoll_24.jpg,0.423076,7140,0.027237,272,126,356,209
Ragdoll_245.jpg,0.289550,7396,0.028214,331,365,416,450
Ragdoll_25.jpg,0.271743,7396,0.028214,23,288,108,373
Ragdoll_250.jpg,0.216571,7396,0.028214,158,102,243,187
Ragdoll_252.jpg,0.360822,7310,0.027885,76,156,160,241
Ragdoll_254.jpg,0.236403,7396,0.028214,273,324,358,409
Ragdoll_255.jpg,0.298772,7396,0.028214,259,209,344,294
Ragdoll_257.jpg,0.264180,7396,0.028214,32,256,117,341
Ragdoll_258.jpg,0.212502,7396,0.028214,303,422,388,507
Ragdoll_259.jpg,0.253309,7396,0.028214,226,392,311,477
Ragdoll_26.jpg,0.359380,7224,0.027557,177,224,260,309
Ragdoll_260.jpg,0.296032,7396,0.028214,218,47,303,132
Ragdoll_261.jpg,0.163745,4816,0.018372,120,455,205,510
Ragdoll_262.jpg,0.176875,7396,0.028214,211,415,296,500
Ragdoll_263.jpg,0.261530,7396,0.028214,176,227,261,312
Ragdoll_264.jpg,0.174020,5934,0.022636,35,169,103,254
Ragdoll_265.jpg,0.286906,6794,0.025917,363,135,441,220
Ragdoll_27.jpg,0.169613,7396,0.028214,52,263,137,348
Ragdoll_29.jpg,0.331174,6536,0.024933,270,372,355,447
Ragdoll_3.jpg,0.234016,7396,0.028214,311,319,396,404
Ragdoll_30.jpg,0.177547,7396,0.028214,123,120,208,205
Ragdoll_31.jpg,0.196602,4644,0.017715,93,457,178,510
Ragdoll_32.jpg,0.206587,7396,0.028214,214,246,299,331
Ragdoll_33.jpg,0.206096,5418,0.020668,257,333,342,395
Ragdoll_34.jpg,0.186457,7396,0.028214,27,286,112,371
Ragdoll_35.jpg,0.427968,7056,0.026917,6,415,89,498
Ragdoll_36.jpg,0.274157,7396,0.028214,145,184,230,269
Ragdoll_37.jpg,0.330037,7225,0.027561,303,144,387,228
Ragdoll_4.jpg,0.171873,7396,0.028214,177,296,262,381
Ragdoll_40.jpg,0.222718,4816,0.018372,186,455,271,510
Ragdoll_41.jpg,0.248991,7396,0.028214,214,354,299,439
Ragdoll_42.jpg,0.292973,7396,0.028214,133,170,218,255
Ragdoll_43.jpg,0.375132,7225,0.027561,353,100,437,184
Ragdoll_44.jpg,0.201189,6020,0.022964,256,145,325,230
Ragdoll_45.jpg,0.270454,7396,0.028214,157,204,242,289
Ragdoll_47.jpg,0.284231,7396,0.028214,302,321,387,406
Ragdoll_48.jpg,0.246845,7396,0.028214,225,49,310,134
Ragdoll_49.jpg,0.394167,7225,0.027561,314,177,398,261
Ragdoll_5.jpg,0.208336,7052,0.026901,93,252,178,333
Ragdoll_51.jpg,0.276229,7396,0.028214,264,241,349,326
Ragdoll_52.jpg,0.358035,7225,0.027561,167,17,251,101
Ragdoll_53.jpg,0.284769,7396,0.028214,106,44,191,129
Ragdoll_54.jpg,0.395466,7310,0.027885,61,389,145,474
Ragdoll_56.jpg,0.162314,1798,0.006859,17,180,78,208
Ragdoll_57.jpg,0.258020,7396,0.028214,309,154,394,239
Ragdoll_58.jpg,0.209412,7396,0.028214,55,209,140,294
Ragdoll_59.jpg,0.290704,7396,0.028214,250,334,335,419
Ragdoll_6.jpg,0.169209,7396,0.028214,216,238,301,323
Ragdoll_60.jpg,0.263752,7396,0.028214,267,289,352,374
Ragdoll_62.jpg,0.354920,7225,0.027561,245,354,329,438
Ragdoll_63.jpg,0.355180,7396,0.028214,43,217,128,302
Ragdoll_64.jpg,0.186206,7396,0.028214,259,310,344,395
Ragdoll_67.jpg,0.366805,7310,0.027885,180,114,264,199
Ragdoll_68.jpg,0.243915,7396,0.028214,255,3,340,88
Ragdoll_69.jpg,0.210654,7396,0.028214,188,399,273,484
Ragdoll_7.jpg,0.293450,7396,0.028214,124,123,209,208
Ragdoll_71.jpg,0.175553,7396,0.028214,198,110,283,195
Ragdoll_72.jpg,0.357124,7225,0.027561,151,67,235,151
Ragdoll_73.jpg,0.318382,7396,0.028214,293,150,378,235
Ragdoll_74.jpg,0.348209,7310,0.027885,71,320,155,405
Ragdoll_75.jpg,0.328691,7396,0.028214,244,279,329,364
Ragdoll_76.jpg,0.181865,7396,0.028214,286,336,371,421
Ragdoll_77.jpg,0.399308,7225,0.027561,235,71,319,155
Ragdoll_78.jpg,0.433990,6132,0.023392,291,14,374,86
Ragdoll_79.jpg,0.211849,4730,0.018044,200,31,285,85
Ragdoll_8.jpg,0.285506,7396,0.028214,166,38,251,123
Ragdoll_80.jpg,0.188387,6450,0.024605,208,436,293,510
Ragdoll_81.jpg,0.331377,7310,0.027885,93,230,178,314
Ragdoll_82.jpg,0.318315,7396,0.028214,286,218,371,303
Ragdoll_83.jpg,0.349319,7396,0.028214,279,124,364,209
Ragdoll_84.jpg,0.269452,7396,0.028214,239,182,324,267
Ragdoll_85.jpg,0.307117,7396,0.028214,165,222,250,307
Ragdoll_86.jpg,0.300878,6290,0.023994,16,437,100,510
Ragdoll_87.jpg,0.182861,7396,0.028214,187,121,272,206
Ragdoll_88.jpg,0.267814,7396,0.028214,188,412,273,497
Ragdoll_89.jpg,0.178984,7396,0.028214,343,337,428,422
Ragdoll_9.jpg,0.247085,7396,0.028214,124,66,209,151
Ragdoll_90.jpg,0.249799,7396,0.028214,19,224,104,309
Ragdoll_91.jpg,0.369944,7396,0.028214,192,264,277,349
Ragdoll_92.jpg,0.215479,7396,0.028214,285,284,370,369
Ragdoll_93.jpg,0.303200,6450,0.024605,71,436,156,510
Ragdoll_94.jpg,0.254607,7396,0.028214,235,52,320,137
Ragdoll_95.jpg,0.270461,7396,0.028214,271,312,356,397
Ragdoll_96.jpg,0.254932,7396,0.028214,86,401,171,486
Ragdoll_97.jpg,0.365451,7396,0.028214,225,15,310,100
Ragdoll_98.jpg,0.227766,5418,0.020668,11,448,96,510
Ragdoll_99.jpg,0.215449,7396,0.028214,277,281,362,366
Russian_Blue_1.jpg,0.377081,7140,0.027237,168,420,251,504
Russian_Blue_10.jpg,0.288176,7396,0.028214,239,307,324,392
Russian_Blue_100.jpg,0.334583,7310,0.027885,113,205,198,289
Russian_Blue_101.jpg,0.247340,7396,0.028214,47,8,132,93
Russian_Blue_102.jpg,0.337451,7396,0.028214,282,255,367,340
Russian_Blue_103.jpg,0.228765,7396,0.028214,79,352,164,437
Russian_Blue_104.jpg,0.260330,7396,0.028214,319,253,404,338
Russian_Blue_106.jpg,0.298473,7396,0.028214,316,298,401,383
Russian_Blue_107.jpg,0.402733,7225,0.027561,326,221,410,305
Russian_Blue_108.jpg,0.217304,7396,0.028214,174,121,259,206
Russian_Blue_109.jpg,0.190172,7396,0.028214,29,106,114,191
Russian_Blue_110.jpg,0.189800,7396,0.028214,8,129,93,214
Russian_Blue_111.jpg,0.261358,7396,0.028214,22,78,107,163
Russian_Blue_112.jpg,0.163628,7396,0.028214,23,369,108,454
Russian_Blue_113.jpg,0.237628,7396,0.028214,165,362,250,447
Russian_Blue_114.jpg,0.308046,7310,0.027885,234,129,318,214
Russian_Blue_115.jpg,0.414871,7056,0.026917,110,426,193,509
Russian_Blue_116.jpg,0.173548,7396,0.028214,22,308,107,393
Russian_Blue_117.jpg,0.230356,7396,0.028214,138,334,223,419
Russian_Blue_118.jpg,0.379975,7056,0.026917,141,155,224,238
Russian_Blue_119.jpg,0.380993,7310,0.027885,241,225,325,310
Russian_Blue_12.jpg,0.161565,6450,0.024605,343,433,428,507
Russian_Blue_120.jpg,0.291388,7396,0.028214,142,229,227,314
Russian_Blue_122.jpg,0.272072,7396,0.028214,342,225,427,310
Russian_Blue_123.jpg,0.358638,7310,0.027885,80,141,164,226
Russian_Blue_124.jpg,0.410006,7056,0.026917,70,243,153,326
Russian_Blue_125.jpg,0.334062,7396,0.028214,348,253,433,338
Russian_Blue_127.jpg,0.298850,7396,0.028214,153,217,238,302
Russian_Blue_128.jpg,0.162551,1798,0.006859,80,306,141,334
Russian_Blue_129.jpg,0.206321,7396,0.028214,271,3,356,88
Russian_Blue_13.jpg,0.286601,7396,0.028214,276,245,361,330
Russian_Blue_130.jpg,0.314427,7396,0.028214,152,330,237,415
Russian_Blue_131.jpg,0.295381,7396,0.028214,65,4,150,89
Russian_Blue_132.jpg,0.289048,7396,0.028214,234,41,319,126
Russian_Blue_133.jpg,0.377141,6708,0.025589,66,242,143,327
Russian_Blue_135.jpg,0.165679,1798,0.006859,112,419,173,447
Russian_Blue_136.jpg,0.164985,5762,0.021980,13,331,79,416
Russian_Blue_137.jpg,0.258935,7396,0.028214,226,241,311,326
Russian_Blue_139.jpg,0.249897,7396,0.028214,174,231,259,316
Russian_Blue_14.jpg,0.291693,7396,0.028214,127,21,212,106
Russian_Blue_140.jpg,0.267642,7396,0.028214,78,105,163,190
Russian_Blue_142.jpg,0.325938,6794,0.025917,112,372,197,450
Russian_Blue_143.jpg,0.385509,7310,0.027885,346,342,430,427
Russian_Blue_144.jpg,0.283286,7396,0.028214,146,388,231,473
Russian_Blue_145.jpg,0.251009,6106,0.023293,18,348,103,418
Russian_Blue_146.jpg,0.340582,7310,0.027885,351,165,436,249
Russian_Blue_147.jpg,0.210194,7396,0.028214,242,176,327,261
Russian_Blue_148.jpg,0.325558,7396,0.028214,11,233,96,318
Russian_Blue_149.jpg,0.310624,7052,0.026901,180,429,265,510
Russian_Blue_150.jpg,0.352107,7310,0.027885,299,350,383,435
Russian_Blue_151.jpg,0.281059,7396,0.028214,229,417,314,502
Russian_Blue_152.jpg,0.327323,7310,0.027885,73,218,157,303
Russian_Blue_153.jpg,0.268172,7396,0.028214,295,28,380,113
Russian_Blue_154.jpg,0.272519,4902,0.018700,10,454,95,510
Russian_Blue_155.jpg,0.285224,5676,0.021652,22,445,107,510
Russian_Blue_156.jpg,0.311063,7396,0.028214,324,162,409,247
Russian_Blue_157.jpg,0.432011,7056,0.026917,346,214,429,297
Russian_Blue_158.jpg,0.395378,7140,0.027237,98,326,181,410
Russian_Blue_159.jpg,0.165107,7396,0.028214,346,357,431,442
Russian_Blue_16.jpg,0.325338,7225,0.027561,299,255,383,339
Russian_Blue_160.jpg,0.350864,6708,0.025589,103,252,180,337
Russian_Blue_161.jpg,0.323942,7310,0.027885,275,217,360,301
Russian_Blue_162.jpg,0.295344,7396,0.028214,123,289,208,374
Russian_Blue_164.jpg,0.188981,7396,0.028214,51,59,136,144
Russian_Blue_165.jpg,0.286636,7396,0.028214,196,299,281,384
Russian_Blue_166.jpg,0.356681,7310,0.027885,186,374,271,458
Russian_Blue_168.jpg,0.290692,7396,0.028214,135,82,220,167
Russian_Blue_169.jpg,0.221004,7396,0.028214,310,119,395,204
Russian_Blue_17.jpg,0.260163,7396,0.028214,273,419,358,504
Russian_Blue_170.jpg,0.241232,7396,0.028214,213,134,298,219
Russian_Blue_171.jpg,0.318034,7396,0.028214,330,263,415,348
Russian_Blue_172.jpg,0.211815,7138,0.027229,256,29,338,114
Russian_Blue_173.jpg,0.276720,7396,0.028214,345,225,430,310
Russian_Blue_174.jpg,0.286846,7396,0.028214,139,186,224,271
Russian_Blue_175.jpg,0.322466,7396,0.028214,324,334,409,419
Russian_Blue_176.jpg,0.187063,7396,0.028214,67,313,152,398
Russian_Blue_177.jpg,0.319750,5796,0.022110,314,427,382,510
Russian_Blue_178.jpg,0.369719,7310,0.027885,195,400,280,484
Russian_Blue_179.jpg,0.209836,7396,0.028214,349,205,434,290
Russian_Blue_18.jpg,0.332901,7396,0.028214,69,127,154,212
Russian_Blue_180.jpg,0.415974,7056,0.026917,67,403,150,486
Russian_Blue_181.jpg,0.345765,7225,0.027561,294,39,378,123
Russian_Blue_182.jpg,0.444610,7056,0.026917,112,291,195,374
Russian_Blue_183.jpg,0.166436,4056,0.015472,69,400,146,451
Russian_Blue_184.jpg,0.247798,5332,0.020340,171,307,256,368
Russian_Blue_185.jpg,0.320990,7396,0.028214,299,278,384,363
Russian_Blue_186.jpg,0.349846,7396,0.028214,305,60,390,145
Russian_Blue_187.jpg,0.363898,7310,0.027885,132,179,216,264
Russian_Blue_188.jpg,0.161225,3978,0.015175,25,229,102,279
Russian_Blue_19.jpg,0.313507,7396,0.028214,298,389,383,474
Russian_Blue_191.jpg,0.318270,7396,0.028214,133,76,218,161
Russian_Blue_192.jpg,0.313864,7310,0.027885,271,409,356,493
Russian_Blue_193.jpg,0.325643,7310,0.027885,217,137,302,221
Russian_Blue_194.jpg,0.294384,7396,0.028214,9,255,94,340
Russian_Blue_195.jpg,0.452172,7140,0.027237,92,96,176,179
Russian_Blue_196.jpg,0.375431,7310,0.027885,166,13,251,97
Russian_Blue_197.jpg,0.242682,7396,0.028214,296,106,381,191
Russian_Blue_198.jpg,0.225816,5504,0.020996,137,447,222,510
Russian_Blue_199.jpg,0.342566,5040,0.019226,322,451,405,510
Russian_Blue_20.jpg,0.368750,7396,0.028214,143,328,228,413
Russian_Blue_200.jpg,0.176184,7396,0.028214,41,98,126,183
Russian_Blue_201.jpg,0.209126,5590,0.021324,15,446,100,510
Russian_Blue_202.jpg,0.323325,7396,0.028214,336,92,421,177
Russian_Blue_203.jpg,0.354149,7224,0.027557,143,391,226,476
Russian_Blue_204.jpg,0.343951,7396,0.028214,176,398,261,483
Russian_Blue_205.jpg,0.355857,7310,0.027885,160,365,245,449
Russian_Blue_206.jpg,0.290667,7396,0.028214,329,363,414,448
Russian_Blue_207.jpg,0.323552,7396,0.028214,161,361,246,446
Russian_Blue_208.jpg,0.348106,7310,0.027885,196,313,281,397
Russian_Blue_209.jpg,0.276425,7396,0.028214,305,273,390,358
Russian_Blue_21.jpg,0.340585,5796,0.022110,349,442,432,510
Russian_Blue_211.jpg,0.316084,7396,0.028214,49,280,134,365
Russian_Blue_212.jpg,0.197066,5762,0.021980,181,41,247,126
Russian_Blue_215.jpg,0.294552,7396,0.028214,334,23,419,108
Russian_Blue_216.jpg,0.239292,5074,0.019356,27,452,112,510
Russian_Blue_220.jpg,0.302227,6708,0.025589,74,342,151,427
Russian_Blue_221.jpg,0.450709,7056,0.026917,284,276,367,359
Russian_Blue_222.jpg,0.349347,7225,0.027561,217,342,301,426
Russian_Blue_226.jpg,0.336745,7310,0.027885,303,174,387,259
Russian_Blue_228.jpg,0.286007,7396,0.028214,22,149,107,234
Russian_Blue_232.jpg,0.350735,7225,0.027561,31,293,115,377
Russian_Blue_236.jpg,0.310229,7396,0.028214,356,314,441,399
Russian_Blue_237.jpg,0.228402,6450,0.024605,159,84,244,158
Russian_Blue_239.jpg,0.401355,7056,0.026917,330,368,413,451
Russian_Blue_24.jpg,0.351927,7310,0.027885,233,226,318,310
Russian_Blue_240.jpg,0.377689,7225,0.027561,167,308,251,392
Russian_Blue_242.jpg,0.299228,7396,0.028214,229,393,314,478
Russian_Blue_244.jpg,0.254128,5504,0.020996,247,121,332,184
Russian_Blue_253.jpg,0.223667,7396,0.028214,239,320,324,405
Russian_Blue_258.jpg,0.340762,7396,0.028214,27,165,112,250
Russian_Blue_262.jpg,0.356133,7225,0.027561,141,56,225,140
Russian_Blue_263.jpg,0.368238,7225,0.027561,357,108,441,192
Russian_Blue_264.jpg,0.316481,7396,0.028214,238,281,323,366
Russian_Blue_27.jpg,0.243165,7396,0.028214,292,259,377,344
Russian_Blue_28.jpg,0.280733,7396,0.028214,352,52,437,137
Russian_Blue_29.jpg,0.340713,7310,0.027885,219,301,303,386
Russian_Blue_30.jpg,0.366425,7396,0.028214,339,122,424,207
Russian_Blue_31.jpg,0.398749,7225,0.027561,67,192,151,276
Russian_Blue_32.jpg,0.375806,7225,0.027561,256,218,340,302
